  10.052   10.014
  10.243   10.167
  10.167   10.052
  10.052   10.052
  10.128   10.128
  10.128   10.052
  10.090   10.090
  10.128   10.052
   9.976    9.976
  10.052   10.052
  10.052   10.128
  10.014   10.014
   9.976    9.976
   9.937    9.937
   9.861    9.861
   9.899    9.937
   9.784    9.823
   9.823    9.784
   9.899    9.976
   9.899    9.823
   9.823    9.823
   9.784    9.899
   9.861    9.861
   9.976    9.899
   9.861    9.823
   9.823    9.784
   9.861    9.861
   9.823    9.823
   9.899    9.823
   9.976    9.823
   9.899    9.784
   9.937    9.784
   9.937    9.746
   9.823    9.784
   9.823    9.784
   9.823    9.784
   9.937    9.746
   9.823    9.784
   9.899    9.937
   9.861    9.784
   9.823    9.784
   9.899    9.708
   9.976    9.861
   9.861    9.861
   9.861    9.899
   9.976    9.784
   9.937    9.708
   9.899    9.823
   9.937    9.823
   9.784    9.861
   9.823    9.861
   9.784    9.784
   9.823    9.861
   9.784    9.784
   9.784    9.784
   9.746    9.784
   9.823    9.823
   9.670    9.708
   9.784    9.746
   9.823    9.823
   9.784    9.708
   9.861    9.746
   9.746    9.823
   9.784    9.823
   9.746    9.784
   9.784    9.823
   9.861    9.670
   9.823    9.861
   9.784    9.784
   9.823    9.784
   9.746    9.670
   9.708    9.708
   9.784    9.784
   9.784    9.632
   9.708    9.670
   9.784    9.784
   9.784    9.708
   9.861    9.708
   9.708    9.746
   9.708    9.670
   9.823    9.746
   9.823    9.784
   9.746    9.670
   9.708    9.670
   9.746    9.670
   9.632    9.670
   9.593    9.632
   9.632    9.632
   9.670    9.632
   9.632    9.708
   9.708    9.632
   9.632    9.593
   9.632    9.555
   9.708    9.517
   9.593    9.593
   9.517    9.632
   9.670    9.593
   9.517    9.555
   9.555    9.593
   9.593    9.517
   9.517    9.517
   9.555    9.593
   9.593    9.555
   9.708    9.440
   9.517    9.593
   9.593    9.593
   9.555    9.555
   9.593    9.632
   9.593    9.479
   9.593    9.555
   9.593    9.593
   9.517    9.440
   9.593    9.479
   9.593    9.517
   9.479    9.517
   9.593    9.593
   9.593    9.517
   9.555    9.593
   9.670    9.670
   9.517    9.440
   9.555    9.479
   9.479    9.517
   9.517    9.479
   9.593    9.555
   9.517    9.555
   9.402    9.402
   9.593    9.440
   9.517    9.517
   9.479    9.402
   9.670    9.555
   9.517    9.440
   9.517    9.479
   9.517    9.402
   9.555    9.402
   9.555    9.479
   9.555    9.479
   9.440    9.364
   9.517    9.402
   9.364    9.364
   9.440    9.479
   9.555    9.479
   9.479    9.402
   9.555    9.517
   9.517    9.402
   9.517    9.479
   9.555    9.479
   9.517    9.479
   9.440    9.479
   9.555    9.440
   9.555    9.517
   9.517    9.440
   9.479    9.402
   9.479    9.440
   9.440    9.479
   9.440    9.440
   9.402    9.479
   9.479    9.440
   9.402    9.364
   9.364    9.364
   9.440    9.364
   9.402    9.402
   9.440    9.288
   9.364    9.288
   9.402    9.402
   9.402    9.479
   9.479    9.440
   9.479    9.440
   9.440    9.479
   9.440    9.326
   9.479    9.440
   9.517    9.440
   9.402    9.364
   9.555    9.402
   9.593    9.364
   9.517    9.326
   9.479    9.402
   9.440    9.402
   9.555    9.479
   9.555    9.555
   9.402    9.402
   9.593    9.555
   9.479    9.402
   9.555    9.479
   9.440    9.479
   9.479    9.402
   9.555    9.555
   9.479    9.479
   9.517    9.440
   9.479    9.555
   9.517    9.479
   9.402    9.402
   9.555    9.440
   9.517    9.479
   9.555    9.364
   9.517    9.440
   9.517    9.402
   9.555    9.555
   9.555    9.479
   9.555    9.479
   9.632    9.555
   9.632    9.517
   9.593    9.402
   9.670    9.593
   9.670    9.555
   9.670    9.593
   9.632    9.555
   9.517    9.555
   9.593    9.632
   9.632    9.555
   9.632    9.593
   9.555    9.593
   9.593    9.593
   9.670    9.555
   9.555    9.517
   9.593    9.555
   9.632    9.632
   9.593    9.517
   9.555    9.479
   9.593    9.517
   9.517    9.517
   9.517    9.517
   9.593    9.555
   9.593    9.555
   9.555    9.517
   9.517    9.517
   9.593    9.479
   9.670    9.517
   9.593    9.555
   9.555    9.517
   9.632    9.555
   9.517    9.440
   9.555    9.517
   9.555    9.479
   9.440    9.440
   9.555    9.517
   9.517    9.364
   9.479    9.479
   9.670    9.555
   9.555    9.479
   9.593    9.440
   9.593    9.517
   9.440    9.440
   9.593    9.555
   9.517    9.479
   9.440    9.440
   9.593    9.593
   9.402    9.364
   9.517    9.479
   9.555    9.440
   9.555    9.440
   9.517    9.517
   9.517    9.555
   9.632    9.479
   9.593    9.517
   9.670    9.364
   9.479    9.402
   9.555    9.479
   9.479    9.479
   9.555    9.517
   9.517    9.555
   9.593    9.440
   9.479    9.517
   9.517    9.517
   9.479    9.517
   9.517    9.555
   9.402    9.402
   9.593    9.555
   9.517    9.440
   9.440    9.402
   9.440    9.593
   9.402    9.402
   9.440    9.364
   9.364    9.288
   9.364    9.326
   9.402    9.364
   9.440    9.402
   9.288    9.211
   9.555    9.479
   9.402    9.364
   9.402    9.402
   9.517    9.440
   9.402    9.402
   9.517    9.402
   9.479    9.479
   9.326    9.364
   9.440    9.440
   9.364    9.364
   9.479    9.288
   9.479    9.555
   9.364    9.326
   9.440    9.440
   9.326    9.364
   9.326    9.402
   9.440    9.364
   9.326    9.288
   9.402    9.364
   9.402    9.440
   9.440    9.326
   9.479    9.288
   9.402    9.402
   9.402    9.364
   9.402    9.402
   9.440    9.402
   9.364    9.326
   9.326    9.364
   9.326    9.326
   9.364    9.440
   9.402    9.364
   9.326    9.326
   9.402    9.288
   9.364    9.364
   9.402    9.288
   9.402    9.249
   9.326    9.326
   9.364    9.326
   9.402    9.288
   9.288    9.326
   9.364    9.288
   9.364    9.364
   9.288    9.326
   9.326    9.402
   9.288    9.288
   9.288    9.326
   9.364    9.249
   9.288    9.288
   9.364    9.326
   9.249    9.288
   9.173    9.249
   9.288    9.364
   9.326    9.211
   9.249    9.211
   9.326    9.326
   9.097    9.288
   9.211    9.326
   9.211    9.211
   9.135    9.173
   9.211    9.249
   9.249    9.211
   9.211    9.173
   9.211    9.288
   9.249    9.211
   9.211    9.135
   9.135    9.249
   9.211    9.326
   9.135    9.249
   9.135    9.097
   9.058    9.135
   9.135    9.097
   9.211    9.097
   9.058    9.097
   9.135    9.097
   9.135    9.097
   9.364    9.135
   9.173    9.135
   9.135    9.135
   9.211    9.135
   9.135    9.173
   9.211    9.211
   9.211    9.135
   9.135    9.135
   9.211    9.211
   9.211    9.211
   9.097    9.173
   9.173    9.249
   9.097    9.249
   9.173    9.135
   9.249    9.211
   9.135    9.097
   9.135    9.211
   9.211    9.249
   9.097    9.173
   9.249    9.173
   9.211    9.135
   9.211    9.097
   9.211    9.135
   9.135    9.097
   9.249    9.173
   9.173    9.173
   9.173    9.173
   9.097    9.249
   9.097    9.097
   9.173    9.135
   9.249    9.211
   9.058    9.135
   9.097    9.097
   9.097    9.058
   9.097    9.097
   9.135    9.135
   9.173    9.135
   9.058    9.058
   9.173    9.097
   9.097    9.097
   9.097    9.097
   9.020    9.058
   9.097    9.058
   9.097    9.135
   9.020    9.097
   9.097    9.058
   9.135    9.058
   9.020    9.058
   8.982    8.982
   9.097    9.058
   9.135    9.020
   9.097    9.097
   9.135    9.058
   9.058    9.058
   9.173    9.097
   9.020    9.058
   9.097    9.058
   9.058    9.097
   8.905    9.020
   9.058    9.058
   9.020    9.058
   9.058    8.982
   8.982    8.944
   9.097    8.982
   8.982    9.020
   8.905    8.982
   8.944    9.020
   8.982    9.020
   8.944    9.020
   8.982    8.867
   8.982    8.905
   8.905    9.020
   9.020    9.135
   8.944    8.982
   9.058    8.944
   8.829    9.058
   8.944    8.905
   9.020    9.058
   8.944    8.944
   8.829    8.829
   8.905    8.905
   8.867    8.867
   8.867    8.752
   8.829    8.867
   8.905    8.982
   8.867    8.867
   8.791    8.905
   8.791    8.829
   8.752    8.944
   8.676    8.791
   8.638    8.829
   8.676    8.791
   8.638    8.829
   8.561    8.676
   8.791    8.752
   8.714    8.523
   8.714    8.600
   8.714    8.523
   8.791    8.638
   8.600    8.561
   8.867    8.561
   8.752    8.600
   8.905    8.638
   8.867    8.714
   8.829    8.752
   8.829    8.752
   8.791    8.714
   8.791    8.867
   8.829    8.752
   8.829    8.867
   9.058    8.944
   8.752    8.829
   8.752    8.905
   8.905    8.944
   8.944    8.905
   8.982    9.020
   8.791    8.867
   8.714    8.791
   8.829    8.944
   8.791    8.829
   8.829    8.829
   8.791    8.944
   8.829    8.791
   8.752    8.791
   8.752    8.905
   8.638    8.791
   8.447    8.714
   8.409    8.714
   8.600    8.600
   8.485    8.485
   8.676    8.638
   8.638    8.600
   8.638    8.676
   8.600    8.791
   8.561    8.638
   8.523    8.676
   8.485    8.676
   8.370    8.676
   8.485    8.638
   8.523    8.676
   8.714    8.676
   8.600    8.714
   8.676    8.600
   8.676    8.638
   8.676    8.714
   8.561    8.867
   8.676    8.791
   8.600    8.867
   8.600    8.867
   8.752    8.829
   8.791    8.752
   8.714    8.905
   8.829    8.905
   8.829    8.829
   8.752    8.752
   8.791    8.752
   8.829    8.714
   8.867    8.829
   8.714    8.714
   8.714    8.791
   8.676    8.714
   8.752    8.791
   8.714    8.752
   8.752    8.714
   8.676    8.676
   8.676    8.714
   8.791    8.714
   8.600    8.676
   8.638    8.676
   8.600    8.752
   8.638    8.638
   8.638    8.600
   8.638    8.638
   8.676    8.600
   8.638    8.600
   8.561    8.600
   8.638    8.485
   8.561    8.638
   8.638    8.485
   8.561    8.485
   8.523    8.447
   8.638    8.523
   8.600    8.485
   8.561    8.523
   8.523    8.600
   8.638    8.523
   8.523    8.409
   8.600    8.447
   8.561    8.600
   8.447    8.332
   8.600    8.638
   8.523    8.523
   8.561    8.638
   8.294    8.485
   8.294    8.370
   8.409    8.370
   8.409    8.332
   8.447    8.332
   8.447    8.409
   8.485    8.409
   8.523    8.447
   8.485    8.256
   8.561    8.485
   8.409    8.523
   8.638    8.638
   8.561    8.600
   8.523    8.485
   8.523    8.485
   8.485    8.638
   8.523    8.561
   8.638    8.600
   8.600    8.485
   8.676    8.600
   8.485    8.523
   8.409    8.600
   8.485    8.561
   8.409    8.447
   8.447    8.370
   8.409    8.370
   8.523    8.370
   8.447    8.256
   8.523    8.256
   8.409    8.332
   8.561    8.332
   8.523    8.370
   8.523    8.485
   8.561    8.447
   8.485    8.370
   8.523    8.523
   8.600    8.409
   8.370    8.447
   8.370    8.485
   8.523    8.485
   8.370    8.523
   8.370    8.332
   8.561    8.370
   8.485    8.256
   8.523    8.409
   8.485    8.447
   8.332    8.485
   8.332    8.409
   8.409    8.370
   8.370    8.332
   8.409    8.332
   8.332    8.332
   8.217    8.217
   8.217    8.294
   8.370    8.409
   8.294    8.370
   8.294    8.256
   8.179    8.256
   8.256    8.294
   8.332    8.141
   8.332    8.332
   8.065    8.256
   8.332    8.256
   8.294    8.217
   8.141    8.103
   8.294    8.217
   8.217    8.103
   8.332    8.217
   8.256    8.294
   8.217    8.409
   8.217    8.141
   8.409    8.141
   8.332    8.141
   8.447    8.217
   8.332    8.370
   8.370    8.179
   8.332    8.179
   8.294    8.141
   8.217    8.179
   8.409    8.217
   8.485    8.332
   8.600    8.332
   8.638    8.409
   8.676    8.485
   8.600    8.485
   8.638    8.600
   8.523    8.600
   8.370    8.676
   8.332    8.523
   8.332    8.447
   8.294    8.256
   8.370    8.217
   8.447    8.179
   8.409    8.409
   8.561    8.332
   8.600    8.447
   8.370    8.370
   8.561    8.447
   8.600    8.523
   8.600    8.370
   8.485    8.332
   8.561    8.523
   8.561    8.523
   8.523    8.447
   8.676    8.523
   8.600    8.638
   8.523    8.561
   8.409    8.561
   8.256    8.256
   8.256    8.256
   8.447    8.332
   8.447    8.179
   8.409    8.332
   8.485    8.332
   8.523    8.294
   8.523    8.256
   8.600    8.332
   8.523    8.332
   8.638    8.523
   8.561    8.523
   8.523    8.600
   8.600    8.638
